Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
France,Vauvert,42.0,1.0,Good,32.0,Good,1.0,Good,42.0,L0,86.4721353,10.20698659,L0,Good
Malaysia,Sungai Petani,53.10676799623262,1.0,Good,23.0,Good,1.8612430897246843,Good,51.88767363929593,L3,137.84947358748536,3.27179684,L3,Unhealthy
Germany,Hameln,37.0,1.0,Good,37.0,Good,1.0,Good,24.0,L0,94.01347866,4.632191987,L0,Good
United States of America,Bellaire,91.0,1.0,Good,18.0,Good,5.0,Good,91.0,L1,231.511548,4.211852253,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Doncaster,30.0,1.0,Good,30.0,Good,4.0,Good,26.0,L0,76.01407961,3.451726576,L0,Good
Poland,Limanowa,99.0,1.0,Good,32.0,Good,2.0,Good,99.0,L1,254.9832514,-2.512858621,L1,Moderate
Cameroon,Obala,86.0,1.0,Good,24.0,Good,0.0,Good,86.0,L1,212.5437953,4.651397987,L1,Moderate
Turkey,Kozluk,62.0,1.0,Good,43.0,Good,1.0,Good,62.0,L1,166.5863195,10.35785693,L1,Moderate
Romania,Bailesti,40.0,1.0,Good,31.0,Good,1.0,Good,40.0,L0,80.12543241,0.313827416,L0,Good
France,Bourg La Reine,85.0,1.0,Good,16.0,Good,2.5936983059977297,Good,85.0,L1,207.6500687,0.613580901,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Loughborough,36.0,1.0,Good,31.0,Good,3.0,Good,16.0,L0,91.79253629,5.681169656,L0,Good
Indonesia,Sumedang,67.0,1.0,Good,31.0,Good,0.0,Good,67.0,L1,168.7010879,-2.814782795,L1,Moderate
Nepal,Butwal,55.83187605150914,1.0,Good,20.0,Good,5.0,Good,56.33648248844943,L2,144.62103606482464,7.851448445,L2,Unhealthy for Sensitive Groups
United States of America,Windsor,99.0,1.0,Good,20.0,Good,2.999472132912875,Good,99.0,L1,248.027549,12.27280041,L1,Moderate
Argentina,Yacuiba,12.0,1.0,Good,11.0,Good,0.0,Good,12.0,L0,49.98097633,-2.109122293,L0,Good
Portugal,Portalegre,24.0,1.0,Good,24.0,Good,2.0,Good,18.0,L0,69.06094019,2.716753393,L0,Good
Serbia,Pancevo,59.0,1.0,Good,56.0,Moderate,0.0,Good,59.0,L1,152.4121048,4.987722114,L1,Moderate
United States of America,Cranston,71.0,1.0,Good,44.0,Good,5.0,Good,71.0,L1,195.8321056,5.190234861,L1,Moderate
Netherlands,Vianen,34.0,1.0,Good,34.0,Good,1.0,Good,34.0,L0,105.0127688,-0.491505373,L0,Good
Spain,Tafalla,38.0,1.0,Good,38.0,Good,0.39786617636883737,Good,9.0,L0,98.01397845,5.499250272,L0,Good
France,Villeparisis,69.0,1.0,Good,29.0,Good,5.0,Good,69.0,L1,182.714494,1.245282247,L1,Moderate
United States of America,Lake Wales,48.0,1.0,Good,17.0,Good,2.034921525349824,Good,48.0,L0,108.1312305,4.750812468,L0,Good
India,Robertsganj,54.943859092264894,1.0,Good,24.899805347068398,Moderate,4.0,Good,53.98672308687804,L3,142.40146529554497,5.696156753,L3,Unhealthy
India,Mulbagal,83.0,1.0,Good,21.0,Good,5.0,Good,83.0,L1,229.6077578,-1.830515248,L1,Moderate
Indonesia,Parung,53.702801812847675,1.0,Good,28.387567023068936,Unhealthy,2.0,Good,51.17277832573319,L3,139.2376760253401,5.573264354,L3,Unhealthy
Togo,Niamtougou,56.0,1.0,Good,29.0,Good,0.0,Good,56.0,L1,147.9700129,5.755872973,L1,Moderate
Japan,Sendai,51.0,1.0,Good,51.0,Moderate,0.0,Good,38.0,L0,132.6877772,-3.255359633,L0,Moderate
France,Chaville,72.0,1.0,Good,43.0,Good,2.0,Good,72.0,L1,205.3604283,5.968950794,L1,Moderate
Germany,Coswig,67.0,1.0,Good,40.0,Good,1.0,Good,67.0,L1,197.42184,7.309110151,L1,Moderate
Guatemala,Petapa,61.0,1.0,Good,25.0,Good,1.0,Good,61.0,L1,147.311948,11.36187569,L1,Moderate
United States of America,Somerville,49.0,1.0,Good,31.0,Good,2.0,Good,49.0,L0,125.9967163,1.819863686,L0,Good
France,Saint Pierre,51.0,1.0,Good,28.0,Good,0.0,Good,51.0,L1,156.047114,5.386823302,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Brighouse,41.0,1.0,Good,37.0,Good,1.0,Good,41.0,L0,113.366938,3.008925946,L0,Good
India,Doraha,53.7202269836963,1.0,Good,29.895920057185606,Unhealthy for Sensitive Groups,1.0,Good,50.29561026922576,L5,139.13603631444968,9.881469425,L5,Hazardous
Japan,Iizuka,45.0,1.0,Good,45.0,Good,0.0,Good,38.0,L0,126.0639879,3.935774546,L0,Good
United States of America,Keokuk,50.0,1.0,Good,33.0,Good,4.0,Good,50.0,L0,151.9664605,-1.197934929,L0,Good
Poland,Lancut,98.0,1.0,,35.0,Good,2.0,Good,98.0,L1,250.14382,4.867459158,L1,Moderate
United States of America,Destin,31.0,1.0,Good,31.0,Good,0.0,Good,25.0,L0,85.74083969,2.582071139,L0,Good
Egypt,Esna,52.58842856914247,1.0,Good,37.0,Good,1.0,Good,47.80012564677777,L3,136.48239534724644,1.175944579,L3,Unhealthy
Syrian Arab Republic,Manbij,71.0,1.0,Good,42.0,Good,0.0,Good,71.0,L1,162.1564413,8.273475307,L1,Moderate
,Napier,27.0,1.0,Good,27.0,Good,0.0,Good,15.0,L0,87.70851232,4.548698642,L0,Good
India,Multai,54.75148647989415,1.0,Good,14.0,Good,2.5042309098593094,Good,55.51203260821013,L3,141.76843765859093,13.65386746,L3,Unhealthy
Russian Federation,Novokuznetsk,46.0,1.0,Good,21.0,Good,1.7542612313083177,Good,46.0,L0,131.2296937,-0.315545244,L0,Good
Italy,Tivoli,55.0,1.0,Good,55.0,Moderate,0.0,Good,51.0,L1,143.3701648,-0.369493425,L1,Moderate
France,Guebwiller,32.0,1.0,Good,31.0,Good,1.0,Good,32.0,L0,68.43033544,5.918210622,L0,Good
Mexico,Santa Catarina,86.0,1.0,,5.0,Good,3.177465540709112,Good,86.0,L1,215.2149462,8.617580551,L1,Moderate
Brazil,Palmeiras De Goias,33.0,1.0,Good,27.0,Good,0.0,Good,33.0,L0,94.43517664,0.728882204,L0,Good
,Liepaja,34.0,1.0,Good,34.0,Good,0.0,Good,27.0,L0,104.6420127,-5.646811024,L0,Good
Switzerland,Winterthur,43.0,1.0,Good,25.0,Good,2.0,Good,43.0,L0,128.818569,6.494334121,L0,Good
Germany,Ohringen,64.0,1.0,,54.0,Moderate,0.0,Good,64.0,L1,155.4807115,6.661147227,L1,Moderate
Netherlands,Axel,58.0,1.0,Good,36.0,Good,4.0,Good,58.0,L1,150.3956972,-4.279863944,L1,Moderate
Brazil,Buerarema,43.0,1.0,Good,7.0,Good,2.383296042950642,Good,43.0,L0,103.5120019,8.742778663,L0,Good
France,Acheres,67.0,1.0,Good,22.0,Good,2.195244527151703,Good,67.0,L1,168.2552408,4.585216151,L1,Moderate
Poland,Grodzisk Mazowiecki,34.0,1.0,Good,34.0,Good,1.0,Good,29.0,L0,99.90299547,3.137979436,L0,Good
Russian Federation,Vyksa,29.0,1.0,Good,29.0,Good,0.0,Good,19.0,L0,85.03331172,4.068809826,L0,Good
Brazil,Pilar,39.0,1.0,,15.0,Good,2.0,Good,39.0,L0,112.949805,6.624852345,L0,Good
Belgium,Lede,42.0,1.0,Good,28.0,Good,4.0,Good,42.0,L0,94.84255885,6.502284024,L0,Good
India,Vijapur,53.246685331696064,1.0,Good,35.0,Good,1.4043703835015704,Good,48.98237490064857,L3,138.07612369049664,3.988902999,L3,Unhealthy
India,Vada,52.86361465343337,1.0,Good,29.0,Good,1.0,Good,49.86177329034095,L3,137.15129606175708,4.269965533,L3,Unhealthy
Brazil,Sao Sebastiao,66.0,1.0,Good,31.0,Good,7.0,Good,66.0,L1,167.7168157,13.90635006,L1,Moderate
United Republic of Tanzania,Katerero,40.0,1.0,Good,18.0,Good,0.0,Good,40.0,L0,99.98215807,-2.195376588,L0,Good
Brazil,Cha Grande,49.0,1.0,Good,31.0,Good,4.0,Good,49.0,L0,130.6140835,2.41171097,L0,Good
Iran (Islamic Republic of),Minab,52.661447293715646,1.0,Good,31.801599924695694,Unhealthy for Sensitive Groups,0.0,Good,48.52468159962774,L3,136.53726041855558,6.818231831,L3,Unhealthy
Uruguay,Bella Union,23.0,1.0,,16.0,Good,0.0,Good,23.0,L0,66.32988985,3.006629838,L0,Good
Liberia,Zwedru,17.0,1.0,Good,17.0,Good,0.0,Good,16.0,L0,34.19773744,0.847352942,L0,Good
Spain,Jaen,36.0,1.0,Good,17.0,Good,3.0,Good,36.0,L0,89.77276979,8.656092066,L0,Good
United States of America,Taylor,29.0,1.0,Good,20.0,Good,2.0,Good,29.0,L0,94.02913051,6.214009323,L0,Good
Italy,Milan,67.0,1.0,Good,37.0,Good,4.0,Good,67.0,L1,165.3637111,1.949562086,L1,Moderate
India,Dattapur,51.014880095351984,1.0,Good,29.0,Good,0.0,Good,47.942609233952055,L3,132.72700651324726,-3.827646948,L3,Unhealthy
Russian Federation,Kozmodemyansk,33.0,1.0,Good,31.0,Good,0.0,Good,29.0,L0,77.57131295,7.68918582,L0,Good
Sri Lanka,Chavakachcheri,55.0,1.0,,26.0,Good,0.0,Good,55.0,L1,137.7054059,-6.202905197,L1,Moderate
Turkey,Yakuplu,36.0,1.0,Good,36.0,Good,1.0,Good,35.0,L0,89.14072327,2.969247199,L0,Good
,Kanniyakumari,53.0,1.0,Good,25.0,Good,0.0,Good,53.0,L1,137.3525228,-3.107342335,L1,Moderate
United States of America,Hasbrouck Heights,53.0,1.0,Good,31.0,Good,4.0,Good,53.0,L1,131.6165994,6.760388607,L1,Moderate
Italy,Aprilia,90.0,1.0,Good,46.0,Good,0.0,Good,90.0,L1,237.2192125,-0.252562616,L1,Moderate
United States of America,Harvey,59.0,1.0,Good,19.0,Good,7.0,Good,59.0,L1,156.0905509,4.67090441,L1,Moderate
Brazil,Euclides Da Cunha,13.0,1.0,Good,11.0,Good,1.0,Good,13.0,L0,47.33852344,5.739329344,L0,Good
Czechia,Susice,59.0,1.0,Good,33.0,Good,2.0,Good,59.0,L1,129.5870719,0.79455217,L1,Moderate
Italy,Conegliano,69.0,1.0,Good,39.0,Good,2.0,Good,69.0,L1,185.5331604,8.150148209,L1,Moderate
Brazil,Luziania,43.0,1.0,Good,10.0,Good,2.0,Good,43.0,L0,117.6352137,10.10730515,L0,Good
Spain,Elgoibar,32.0,1.0,Good,32.0,Good,0.0,Good,21.0,L0,94.24633683,2.273632126,L0,Good
Georgia,Senaki,33.0,1.0,Good,33.0,Good,0.0,Good,26.0,L0,73.04481852,3.318617701,L0,Good
Lithuania,Radviliskis,33.0,1.0,Good,33.0,Good,0.0,Good,24.0,L0,69.46860324,1.3495277,L0,Good
United States of America,Citrus Heights,67.0,1.0,Good,9.0,Good,2.6417532611030135,Good,67.0,L1,184.8953775,5.070363067,L1,Moderate
United States of America,Yazoo City,50.0,1.0,Good,19.0,Good,2.0626342988302673,Good,50.0,L0,127.3796478,6.815699253,L0,Good
Japan,Nagoya,59.0,1.0,Good,52.0,Moderate,3.0,Good,59.0,L1,174.7032186,10.31672494,L1,Moderate
Pakistan,Raja Jang,52.737588560522035,1.0,Good,30.25870285743211,Unhealthy,1.0,Good,49.47955418965568,L3,136.85600390371275,3.150908116,L3,Unhealthy
Brazil,Sapucaia,103.0,1.0,,7.0,Good,3.4729807876704397,Good,103.0,L2,260.8161508,11.41079994,L2,Unhealthy for Sensitive Groups
Costa Rica,San Isidro,52.0,1.0,Good,3.0,Good,2.5435330371011453,Good,52.0,L1,143.1585351,3.56359972,L1,Moderate
,Oxelosund,29.0,1.0,Good,29.0,Good,0.0,Good,9.0,L0,65.45691067,8.805508473,L0,Good
Belarus,Gomel,65.0,1.0,Good,36.0,Good,1.0,Good,65.0,L1,179.7180468,8.746360956,L1,Moderate
India,Maksi,55.46563533753038,1.0,Good,31.0,Good,3.0,Good,52.42139754513219,L4,143.45259380809864,12.69242516,L4,Very Unhealthy
United States of America,Pikesville,53.0,1.0,Good,44.0,Good,4.0,Good,53.0,L1,147.1627874,9.234797526,L1,Moderate
Russian Federation,Barabinsk,39.0,1.0,Good,39.0,Good,0.0,Good,35.0,L0,105.9182521,10.25752203,L0,Good
Mexico,San Pablo De Las Salinas,55.612080210038485,1.0,Good,38.0,Good,5.0,Good,51.994699764680384,L4,144.0418634901653,3.612649301,L4,Very Unhealthy
India,Babina,52.47194018412553,1.0,Good,31.871564540634147,Moderate,0.0,Good,48.3673007917379,L3,136.09754389440954,5.520206851,L3,Unhealthy
United States of America,North Miami Beach,57.0,1.0,,12.0,Good,2.3084894977144748,Good,57.0,L1,132.1037431,3.029415221,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Maidstone,33.0,1.0,Good,33.0,Good,0.0,Good,27.0,L0,90.70785726,0.625832967,L0,Good
India,Etawah,53.02878700521757,1.0,Good,30.151194556613977,Unhealthy,1.0,Good,49.721387050605195,L3,137.53167653792266,5.145465767,L3,Unhealthy
Brazil,Jaguarao,22.0,1.0,Good,31.0,Good,0.0,Good,9.0,L0,51.81571334,3.609351912,L0,Good
Italy,Campobello Di Licata,52.0,1.0,Good,31.0,Good,4.0,Good,52.0,L1,140.9600867,-0.756030993,L1,Moderate
Denmark,Middelfart,38.0,1.0,Good,37.0,Good,1.0,Good,38.0,L0,91.43915128,14.74204735,L0,Good
United States of America,Rexburg,41.0,1.0,Good,21.0,Good,3.0,Good,41.0,L0,101.7807145,-0.06194716,L0,Good
United States of America,Fair Oaks,50.0,1.0,Good,28.0,Good,6.0,Good,50.0,L0,116.4892554,8.620917173,L0,Good
France,Pont A Mousson,65.0,1.0,Good,23.0,Good,3.0,Good,65.0,L1,170.5566557,4.45389341,L1,Moderate
United States of America,Michigan City,41.0,1.0,Good,41.0,Good,3.0,Good,24.0,L0,87.83643411,15.83795711,L0,Good
Pakistan,Darya Khan,53.18647051582309,1.0,Good,31.60776525446642,Unhealthy for Sensitive Groups,0.0,Good,48.96069995817331,L3,137.75548060470254,10.4143674,L3,Unhealthy
Spain,Ponferrada,20.0,1.0,Good,16.0,Good,3.0,Good,20.0,L0,54.85901034,2.884188076,L0,Good
Indonesia,Weleri,81.0,1.0,Good,58.0,Moderate,1.359275990465259,Good,81.0,L1,211.1141732,8.632954308,L1,Moderate
India,Nawalgarh,54.13716410616571,1.0,Good,33.0,Good,0.0,Good,49.33542859288512,L5,139.9498308436866,16.8497471,L5,Hazardous
India,Gannavaram,94.0,1.0,Good,56.0,Moderate,1.0,Good,94.0,L1,226.6373036,9.247815826,L1,Moderate
India,Ariyalur,44.0,1.0,Good,31.0,Good,0.0,Good,44.0,L0,112.0969673,7.978413083,L0,Good
Mexico,Purepero,48.0,1.0,Good,5.0,Good,4.0,Good,48.0,L0,124.373209,5.823754295,L0,Good
Japan,Kasumigaura,65.0,1.0,Good,22.0,Good,2.1868838012731437,Good,65.0,L1,155.9046445,5.727880181,L1,Moderate
India,Kurali,106.85790808254603,1.0,Good,28.415302573357465,Unhealthy for Sensitive Groups,1.0,Good,115.0,L2,271.74682070507066,5.969661751,L2,Unhealthy for Sensitive Groups
China,Sanchazi,39.0,1.0,Good,39.0,Good,1.0822815242683634,Good,37.0,L0,103.5780833,3.508844659,L0,Good
Paraguay,San Juan Bautista,24.0,1.0,,20.0,Good,0.0,Good,24.0,L0,69.02164557,2.840114238,L0,Good
Malaysia,Chaah,81.0,1.0,Good,44.0,Good,0.0,Good,81.0,L1,211.1736551,8.659593469,L1,Moderate
Peru,Caraz,39.0,1.0,Good,0.0,Good,3.0,Good,39.0,L0,93.00399756,1.057854379,L0,Good
Italy,Mercato San Severino,69.0,1.0,,41.28593278940891,Moderate,0.0,Good,54.0,L1,182.9090852,3.408431583,L1,Moderate
Germany,Wedel,33.0,1.0,Good,33.0,Good,1.0,Good,31.0,L0,92.16358374,-2.417030802,L0,Good
India,Bhikangaon,53.16905415402355,1.0,Good,32.0,Good,2.0,Good,49.93713823797726,L3,137.98620679127973,1.38935139,L3,Unhealthy
Madagascar,Beroroha,22.0,1.0,Good,22.0,Good,0.0,Good,8.0,L0,62.83130822,-1.753283302,L0,Good
Mexico,Tamuin,55.0,1.0,Good,21.0,Good,2.0,Good,55.0,L1,140.6152318,-5.304986231,L1,Moderate
Iran (Islamic Republic of),Kermanshah,62.0,1.0,Good,44.65972797052911,Moderate,0.520669827652716,Good,41.0,L0,141.5059199,-5.515369475,L0,Moderate
Brazil,Massape,50.0,1.0,Good,13.0,Good,2.0,Good,50.0,L0,130.8830901,6.316341267,L0,Good
Syrian Arab Republic,Aleppo,73.0,1.0,Good,48.0,Good,0.0,Good,73.0,L1,193.1091945,3.311445551,L1,Moderate
Australia,Canberra,24.0,1.0,Good,24.0,Good,1.0,Good,11.0,L0,59.23580424,1.772196217,L0,Good
Brazil,Barras,36.0,1.0,Good,5.0,Good,2.0,Good,36.0,L0,86.49386747,-1.715323256,L0,Good
Mexico,Tecpan,62.0,1.0,Good,9.0,Good,3.0,Good,62.0,L1,159.6697474,15.88572324,L1,Moderate
Italy,Sona,83.0,1.0,Good,51.0,Moderate,0.0,Good,83.0,L1,219.0604357,11.25700989,L1,Moderate
Japan,Sano,32.0,1.0,,32.0,Good,2.0,Good,15.0,L0,85.31063426,6.983349706,L0,Good
Italy,Carini,49.0,1.0,Good,49.0,Good,2.0,Good,29.0,L0,119.0237279,14.94236447,L0,Good
Germany,Hilden,49.0,1.0,Good,31.0,Good,3.0,Good,49.0,L0,116.3207239,-8.025716468,L0,Good
Brazil,Andrelandia,41.0,1.0,Good,21.0,Good,0.0,Good,41.0,L0,104.282473,1.423226183,L0,Good
Romania,Ocna Mures,68.0,1.0,Good,38.0,Good,1.0,Good,68.0,L1,161.1934783,7.431042109,L1,Moderate
Romania,Macin,40.0,1.0,Good,40.0,Good,0.0,Good,20.0,L0,101.065621,0.394365199,L0,Good
United States of America,Chandler,56.0,1.0,,10.0,Good,2.52184611892426,Good,56.0,L1,166.3558673,8.814550674,L1,Moderate
Kazakhstan,Esil,80.0,1.0,Good,27.0,Good,0.0,Good,80.0,L1,193.7394604,6.308723084,L1,Moderate
Ethiopia,Fiche,68.0,1.0,Good,27.0,Good,0.0,Good,68.0,L1,178.244586,-1.296807435,L1,Moderate
Italy,Castelvetro Di Modena,34.0,1.0,Good,32.0,Good,3.0,Good,34.0,L0,93.82433316,2.935517824,L0,Good
Sierra Leone,Kabala,37.0,1.0,Good,16.0,Good,0.0,Good,37.0,L0,104.7061055,-0.560984956,L0,Good
Bulgaria,Sandanski,55.0,1.0,Good,45.0,Good,1.0619313736987837,Good,55.0,L1,138.3639447,-2.313817116,L1,Moderate
Canada,Collingwood,41.0,1.0,Good,30.0,Good,5.0,Good,41.0,L0,94.13597577,3.652395697,L0,Good
Venezuela (Bolivarian Republic of),Mariara,54.66270260399907,1.0,,3.0,Good,2.929806655284278,Good,58.20783218471408,L3,141.6529251583159,13.24288203,L3,Unhealthy
United States of America,Clinton,49.0,1.0,Good,34.0,Good,1.55917321756455,Good,49.0,L0,114.2604892,7.223413438,L0,Good
Serbia,Pirot,59.0,1.0,Good,36.0,Good,0.0,Good,59.0,L1,158.6602571,-3.082175419,L1,Moderate
Finland,Jarvenpaa,35.0,1.0,Good,35.0,Good,1.0,Good,7.0,L0,75.6272092,-2.154513041,L0,Good
Brazil,Ribeira Do Pombal,24.0,1.0,Good,31.0,Good,1.0,Good,24.0,L0,81.44967714,-3.610165853,L0,Good
Spain,Guimar,41.0,1.0,Good,41.0,Good,0.0,Good,14.0,L0,103.001337,2.426988915,L0,Good
Venezuela (Bolivarian Republic of),Carrizal,59.0,1.0,Good,34.0,Good,1.0,Good,59.0,L1,159.1536894,-4.058814866,L1,Moderate
Indonesia,Bondowoso,47.0,1.0,Good,29.0,Good,0.0,Good,47.0,L0,127.4271542,7.060844202,L0,Good
United States of America,Ferguson,76.0,1.0,Good,29.364401915967505,Moderate,2.0,Good,76.0,L1,186.9291194,6.444670402,L1,Moderate
India,Lalgudi,54.0,1.0,,27.0,Good,0.0,Good,54.0,L1,134.4452288,4.601174479,L1,Moderate
Italy,Marcon,63.0,1.0,Good,30.0,Good,7.0,Good,63.0,L1,155.5964813,-2.074340544,L1,Moderate
United States of America,Sherrelwood,42.0,1.0,Good,32.0,Good,4.0,Good,42.0,L0,116.3818404,8.173170557,L0,Good
Philippines,Pasacao,53.0,1.0,Good,23.0,Good,0.0,Good,53.0,L1,130.4337824,2.304274992,L1,Moderate
,Kavaratti,58.0,1.0,Good,20.0,Good,0.0,Good,58.0,L1,142.7438254,-1.842582835,L1,Moderate
Philippines,Casisang,57.0,1.0,Good,9.0,Good,3.0,Good,57.0,L1,143.1451363,-0.832618832,L1,Moderate
Brazil,Gravata,33.0,1.0,Good,31.0,Good,3.0,Good,33.0,L0,73.44432981,1.933267676,L0,Good
Poland,Oborniki,35.0,1.0,Good,31.0,Good,1.0,Good,35.0,L0,84.42349442,-2.758894086,L0,Good
Brazil,Benjamin Constant,48.0,1.0,,3.0,Good,0.0,Good,48.0,L0,119.5572557,4.335935218,L0,Good
Bangladesh,Char Bhadrasan,65.0,1.0,Good,32.0,Good,1.0,Good,65.0,L1,159.1566181,5.337015467,L1,Moderate
United States of America,New London,42.0,1.0,Good,25.0,Good,1.7166383958111726,Good,42.0,L0,108.0789532,6.272235283,L0,Good
Argentina,Azul,34.0,1.0,Good,17.0,Good,0.0,Good,34.0,L0,72.47622905,-3.165425252,L0,Good
Poland,Ostroda,40.0,1.0,Good,40.0,Good,0.0,Good,19.0,L0,110.2017642,0.596721369,L0,Good
Kenya,Machakos,71.0,1.0,Good,17.0,Good,1.0,Good,71.0,L1,167.2025104,17.58862962,L1,Moderate
United States of America,Richmond Heights,57.0,1.0,Good,36.0,Good,3.0,Good,57.0,L1,138.6283741,3.950318758,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Wellingborough,29.0,1.0,Good,29.0,Good,1.0,Good,22.0,L0,85.43175688,7.394149769,L0,Good
United Republic of Tanzania,Bunda,31.0,1.0,Good,12.0,Good,0.0,Good,31.0,L0,77.43810939,0.689989904,L0,Good
Brazil,Presidente Epitacio,23.0,1.0,Good,19.0,Good,0.0,Good,23.0,L0,55.12263295,-3.03589057,L0,Good
Thailand,Long,26.0,1.0,,20.0,Good,0.0,Good,26.0,L0,75.42774674,-0.924522201,L0,Good
Japan,Yubari,27.0,1.0,Good,27.0,Good,2.0,Good,13.0,L0,73.43458492,0.619156093,L0,Good
India,Jodhpur,52.273913569545726,1.0,Good,34.0,Good,0.0,Good,47.71801327556642,L5,135.62644516200007,3.994685971,L5,Hazardous
Romania,Turda,61.0,1.0,Good,33.0,Good,1.0,Good,61.0,L1,151.1621135,3.888789787,L1,Moderate
United States of America,Frankfort,55.0,1.0,Good,39.0,Good,3.0,Good,55.0,L1,143.4901445,-2.461598665,L1,Moderate
Pakistan,Jaranwala,52.81324830719839,1.0,Good,30.230769841464237,Unhealthy for Sensitive Groups,1.0,Good,49.542387674280185,L3,137.031558482632,3.669137967,L3,Unhealthy
Spain,Cabra,32.0,1.0,Good,32.0,Good,2.0,Good,32.0,L0,61.86140504,8.658847344,L0,Good
India,Nokha,52.92359658576322,1.0,Good,33.0,Good,2.0,Good,49.52251456950731,L4,137.41330177223549,-0.436310537,L4,Very Unhealthy
United Kingdom of Great Britain and Northern Ireland,Rotherham,53.0,1.0,Good,13.0,Good,2.229419614573116,Good,53.0,L1,141.2050201,3.520724979,L1,Moderate
Republic of Moldova,Taraclia,41.0,1.0,Good,41.0,Good,0.0,Good,31.0,L0,121.5943442,1.531173249,L0,Good
Italy,Guspini,62.0,1.0,Good,56.861339749298935,Moderate,0.0,Good,22.0,L0,143.7729343,7.252778022,L0,Moderate
Germany,Dusseldorf,53.0,1.0,Good,28.0,Good,6.0,Good,53.0,L1,136.1048597,7.62440425,L1,Moderate
France,Joinville Le Pont,71.0,1.0,Good,31.0,Good,1.0,Good,71.0,L1,194.7638994,8.850034019,L1,Moderate
Italy,Saluzzo,60.0,1.0,Good,20.0,Good,3.0,Good,60.0,L1,146.8753017,2.845870871,L1,Moderate
Viet Nam,Bac Giang,55.028865226451536,1.0,Good,8.0,Good,2.79228867403911,Good,57.25161616332025,L3,142.46684102615583,15.46310557,L3,Unhealthy
Democratic Republic of the Congo,Tshikapa,53.266052668700404,1.0,Good,37.0,Good,1.3274016812824283,Good,48.49515544018235,L5,138.10481022805214,4.077810246370248,L5,Hazardous
Russian Federation,Vetluzhskiy,38.0,1.0,,38.0,Good,0.0,Good,14.0,L0,103.6674641,10.80328287,L0,Good
Benin,Ouidah,100.0,1.0,Good,18.0,Good,2.0,Good,100.0,L2,260.8502133,10.82249322,L2,Unhealthy for Sensitive Groups
Cuba,Contramaestre,87.0,1.0,Good,38.0,Good,1.9622653115160766,Good,87.0,L1,222.939083,2.618946095,L1,Moderate
France,Sainte Savine,26.0,1.0,,25.0,Good,2.0,Good,26.0,L0,69.66770009,12.43167655,L0,Good
United States of America,National City,46.0,1.0,Good,36.0,Good,5.0,Good,46.0,L0,104.3502611,6.106162389,L0,Good
United States of America,San Gabriel,112.0,1.0,Good,20.0,Good,3.2186061125543546,Good,112.0,L2,283.1512324,12.16488134,L2,Unhealthy for Sensitive Groups
United States of America,American Fork,45.0,1.0,Good,45.0,Good,1.0,Good,41.0,L0,134.6998453,5.50620183,L0,Good
Poland,Wladyslawowo,34.0,1.0,,34.0,Good,0.0,Good,25.0,L0,88.43055195,-0.702659841,L0,Good
Poland,Radzyn Podlaski,42.0,1.0,Good,42.0,Good,0.0,Good,28.0,L0,123.6103736,-5.512943266,L0,Good
Peru,Nazca,11.0,1.0,,10.0,Good,1.0,Good,11.0,L0,56.72555575,5.020895446,L0,Good
Russian Federation,Baley,32.0,1.0,Good,32.0,Good,0.0,Good,18.0,L0,92.37934926,-0.223445193,L0,Good
Philippines,Laguilayan,35.0,1.0,,23.0,Good,0.0,Good,35.0,L0,100.3414642,2.658306067,L0,Good
Indonesia,Batu,78.0,1.0,Good,35.0,Good,1.0,Good,78.0,L1,208.7675999,9.04716145,L1,Moderate
United States of America,Fairbanks,53.0,1.0,Good,17.0,Good,5.0,Good,53.0,L1,146.1865406,7.586948386,L1,Moderate
France,Agde,47.0,1.0,Good,47.0,Good,0.0,Good,31.0,L0,116.4267309,0.376481219,L0,Good
Hungary,Gyor,59.0,1.0,Good,31.0,Good,3.0,Good,59.0,L1,123.9372459,8.036502403,L1,Moderate
India,Kunnamangalam,65.0,1.0,Good,25.0,Good,0.0,Good,65.0,L1,181.1016813,5.749327273,L1,Moderate
United States of America,Eloy,59.0,1.0,,21.0,Good,6.0,Good,59.0,L1,145.4745837,4.045035645,L1,Moderate
India,Medak,101.0,1.0,,27.0,Good,0.0,Good,101.0,L2,252.3326956,-0.555865172,L2,Unhealthy for Sensitive Groups
Philippines,Guiguinto,71.0,1.0,Good,24.0,Good,1.0,Good,71.0,L1,175.7006406,-8.975025326,L1,Moderate
Russian Federation,Nezlobnaya,42.0,1.0,Good,42.0,Good,1.0,Good,33.0,L0,130.5658582,7.633614617,L0,Good
China,Tungkang,53.0,1.0,Good,31.0,Good,1.5059498012529686,Good,53.0,L1,140.1355081,-1.696406251,L1,Moderate
Germany,Herten,33.0,1.0,Good,33.0,Good,2.0,Good,29.0,L0,90.46572677,3.02612163,L0,Good
United States of America,Worthington,44.0,1.0,Good,39.0,Good,1.0,Good,44.0,L0,116.3115271,-4.098600752,L0,Good
