Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
Mexico,Santa Catarina,86.0,1.0,,5.0,Good,1.0,Good,86.0,L1,8.617580551,Moderate
Brazil,Palmeiras De Goias,33.0,1.0,Good,27.0,Good,0.0,Good,33.0,L0,0.728882204,Good
,Liepaja,34.0,1.0,Good,34.0,Good,0.0,Good,27.0,L0,-5.646811024,Good
Switzerland,Winterthur,43.0,1.0,Good,25.0,Good,2.0,Good,43.0,L0,6.494334121,Good
Germany,Ohringen,64.0,1.0,,54.0,Moderate,0.0,Good,64.0,L1,6.661147227,Moderate
Netherlands,Axel,58.0,1.0,Good,36.0,Good,4.0,Good,58.0,L1,-4.279863944,Moderate
Brazil,Buerarema,43.0,1.0,Good,7.0,Good,1.0,Good,43.0,L0,8.742778663,Good
France,Acheres,67.0,1.0,Good,22.0,Good,1.0,Good,67.0,L1,4.585216151,Moderate
Poland,Grodzisk Mazowiecki,34.0,1.0,Good,34.0,Good,1.0,Good,29.0,L0,3.137979436,Good
Russian Federation,Vyksa,29.0,1.0,Good,29.0,Good,0.0,Good,19.0,L0,4.068809826,Good
Brazil,Pilar,39.0,1.0,,15.0,Good,2.0,Good,39.0,L0,6.624852345,Good
Belgium,Lede,42.0,1.0,Good,28.0,Good,4.0,Good,42.0,L0,6.502284024,Good
India,Vijapur,50.0,1.0,Good,35.0,Good,1.0,Good,50.0,L3,3.988902999,Unhealthy
India,Vada,50.0,1.0,Good,29.0,Good,1.0,Good,50.0,L3,4.269965533,Unhealthy
Brazil,Sao Sebastiao,66.0,1.0,Good,31.0,Good,7.0,Good,66.0,L1,13.90635006,Moderate
United Republic of Tanzania,Katerero,40.0,1.0,Good,18.0,Good,0.0,Good,40.0,L0,-2.195376588,Good
Brazil,Cha Grande,49.0,1.0,Good,31.0,Good,4.0,Good,49.0,L0,2.41171097,Good
Iran (Islamic Republic of),Minab,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,0.0,Good,50.0,L3,6.818231831,Unhealthy
Uruguay,Bella Union,23.0,1.0,,16.0,Good,0.0,Good,23.0,L0,3.006629838,Good
Liberia,Zwedru,17.0,1.0,Good,17.0,Good,0.0,Good,16.0,L0,0.847352942,Good
Spain,Jaen,36.0,1.0,Good,17.0,Good,3.0,Good,36.0,L0,8.656092066,Good
United States of America,Taylor,29.0,1.0,Good,20.0,Good,2.0,Good,29.0,L0,6.214009323,Good
Italy,Milan,67.0,1.0,Good,37.0,Good,4.0,Good,67.0,L1,1.949562086,Moderate
India,Dattapur,50.0,1.0,Good,29.0,Good,0.0,Good,50.0,L3,-3.827646948,Unhealthy
Russian Federation,Kozmodemyansk,33.0,1.0,Good,31.0,Good,0.0,Good,29.0,L0,7.68918582,Good
Sri Lanka,Chavakachcheri,55.0,1.0,,26.0,Good,0.0,Good,55.0,L1,-6.202905197,Moderate
Turkey,Yakuplu,36.0,1.0,Good,36.0,Good,1.0,Good,35.0,L0,2.969247199,Good
,Kanniyakumari,53.0,1.0,Good,25.0,Good,0.0,Good,53.0,L1,-3.107342335,Moderate
United States of America,Hasbrouck Heights,53.0,1.0,Good,31.0,Good,4.0,Good,53.0,L1,6.760388607,Moderate
Italy,Aprilia,90.0,1.0,Good,46.0,Good,0.0,Good,90.0,L1,-0.252562616,Moderate
United States of America,Harvey,59.0,1.0,Good,19.0,Good,7.0,Good,59.0,L1,4.67090441,Moderate
Brazil,Euclides Da Cunha,13.0,1.0,Good,11.0,Good,1.0,Good,13.0,L0,5.739329344,Good
Czechia,Susice,59.0,1.0,Good,33.0,Good,2.0,Good,59.0,L1,0.79455217,Moderate
Italy,Conegliano,69.0,1.0,Good,39.0,Good,2.0,Good,69.0,L1,8.150148209,Moderate
Brazil,Luziania,43.0,1.0,Good,10.0,Good,2.0,Good,43.0,L0,10.10730515,Good
Spain,Elgoibar,32.0,1.0,Good,32.0,Good,0.0,Good,21.0,L0,2.273632126,Good
Georgia,Senaki,33.0,1.0,Good,33.0,Good,0.0,Good,26.0,L0,3.318617701,Good
Lithuania,Radviliskis,33.0,1.0,Good,33.0,Good,0.0,Good,24.0,L0,1.3495277,Good
United States of America,Citrus Heights,67.0,1.0,Good,9.0,Good,1.0,Good,67.0,L1,5.070363067,Moderate
United States of America,Yazoo City,50.0,1.0,Good,19.0,Good,1.0,Good,50.0,L0,6.815699253,Good
Japan,Nagoya,59.0,1.0,Good,52.0,Moderate,3.0,Good,59.0,L1,10.31672494,Moderate
Pakistan,Raja Jang,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,3.150908116,Unhealthy
Brazil,Sapucaia,103.0,1.0,,7.0,Good,1.0,Good,103.0,L2,11.41079994,Unhealthy for Sensitive Groups
Costa Rica,San Isidro,52.0,1.0,Good,3.0,Good,1.0,Good,52.0,L1,3.56359972,Moderate
,Oxelosund,29.0,1.0,Good,29.0,Good,0.0,Good,9.0,L0,8.805508473,Good
Belarus,Gomel,65.0,1.0,Good,36.0,Good,1.0,Good,65.0,L1,8.746360956,Moderate
India,Maksi,50.0,1.0,Good,31.0,Good,3.0,Good,50.0,L4,12.69242516,Very Unhealthy
United States of America,Pikesville,53.0,1.0,Good,44.0,Good,4.0,Good,53.0,L1,9.234797526,Moderate
Russian Federation,Barabinsk,39.0,1.0,Good,39.0,Good,0.0,Good,35.0,L0,10.25752203,Good
Mexico,San Pablo De Las Salinas,50.0,1.0,Good,38.0,Good,5.0,Good,50.0,L4,3.612649301,Very Unhealthy
India,Babina,50.0,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,5.520206851,Unhealthy
United States of America,North Miami Beach,57.0,1.0,,12.0,Good,1.0,Good,57.0,L1,3.029415221,Moderate
United Kingdom of Great Britain and Northern Ireland,Maidstone,33.0,1.0,Good,33.0,Good,0.0,Good,27.0,L0,0.625832967,Good
India,Etawah,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,5.145465767,Unhealthy
Brazil,Jaguarao,22.0,1.0,Good,31.0,Good,0.0,Good,9.0,L0,3.609351912,Good
Italy,Campobello Di Licata,52.0,1.0,Good,31.0,Good,4.0,Good,52.0,L1,-0.756030993,Moderate
Denmark,Middelfart,38.0,1.0,Good,37.0,Good,1.0,Good,38.0,L0,14.74204735,Good
United States of America,Rexburg,41.0,1.0,Good,21.0,Good,3.0,Good,41.0,L0,-0.06194716,Good
United States of America,Fair Oaks,50.0,1.0,Good,28.0,Good,6.0,Good,50.0,L0,8.620917173,Good
France,Pont A Mousson,65.0,1.0,Good,23.0,Good,3.0,Good,65.0,L1,4.45389341,Moderate
United States of America,Michigan City,41.0,1.0,Good,41.0,Good,3.0,Good,24.0,L0,15.83795711,Good
Pakistan,Darya Khan,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,0.0,Good,50.0,L3,10.4143674,Unhealthy
Spain,Ponferrada,20.0,1.0,Good,16.0,Good,3.0,Good,20.0,L0,2.884188076,Good
Indonesia,Weleri,81.0,1.0,Good,58.0,Moderate,1.0,Good,81.0,L1,8.632954308,Moderate
India,Nawalgarh,50.0,1.0,Good,33.0,Good,0.0,Good,50.0,L5,16.8497471,Hazardous
India,Gannavaram,94.0,1.0,Good,56.0,Moderate,1.0,Good,94.0,L1,9.247815826,Moderate
India,Ariyalur,44.0,1.0,Good,31.0,Good,0.0,Good,44.0,L0,7.978413083,Good
Mexico,Purepero,48.0,1.0,Good,5.0,Good,4.0,Good,48.0,L0,5.823754295,Good
Japan,Kasumigaura,65.0,1.0,Good,22.0,Good,1.0,Good,65.0,L1,5.727880181,Moderate
India,Kurali,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,115.0,L2,5.969661751,Unhealthy for Sensitive Groups
China,Sanchazi,39.0,1.0,Good,39.0,Good,1.0,Good,37.0,L0,3.508844659,Good
Paraguay,San Juan Bautista,24.0,1.0,,20.0,Good,0.0,Good,24.0,L0,2.840114238,Good
Malaysia,Chaah,81.0,1.0,Good,44.0,Good,0.0,Good,81.0,L1,8.659593469,Moderate
Peru,Caraz,39.0,1.0,Good,0.0,Good,3.0,Good,39.0,L0,1.057854379,Good
Italy,Mercato San Severino,69.0,1.0,,31.0,Moderate,0.0,Good,54.0,L1,3.408431583,Moderate
Germany,Wedel,33.0,1.0,Good,33.0,Good,1.0,Good,31.0,L0,-2.417030802,Good
India,Bhikangaon,50.0,1.0,Good,32.0,Good,2.0,Good,50.0,L3,1.38935139,Unhealthy
Madagascar,Beroroha,22.0,1.0,Good,22.0,Good,0.0,Good,8.0,L0,-1.753283302,Good
Mexico,Tamuin,55.0,1.0,Good,21.0,Good,2.0,Good,55.0,L1,-5.304986231,Moderate
Iran (Islamic Republic of),Kermanshah,62.0,1.0,Good,31.0,Moderate,1.0,Good,41.0,L0,-5.515369475,Moderate
Brazil,Massape,50.0,1.0,Good,13.0,Good,2.0,Good,50.0,L0,6.316341267,Good
Syrian Arab Republic,Aleppo,73.0,1.0,Good,48.0,Good,0.0,Good,73.0,L1,3.311445551,Moderate
Australia,Canberra,24.0,1.0,Good,24.0,Good,1.0,Good,11.0,L0,1.772196217,Good
Brazil,Barras,36.0,1.0,Good,5.0,Good,2.0,Good,36.0,L0,-1.715323256,Good
Mexico,Tecpan,62.0,1.0,Good,9.0,Good,3.0,Good,62.0,L1,15.88572324,Moderate
Italy,Sona,83.0,1.0,Good,51.0,Moderate,0.0,Good,83.0,L1,11.25700989,Moderate
Japan,Sano,32.0,1.0,,32.0,Good,2.0,Good,15.0,L0,6.983349706,Good
Italy,Carini,49.0,1.0,Good,49.0,Good,2.0,Good,29.0,L0,14.94236447,Good
Germany,Hilden,49.0,1.0,Good,31.0,Good,3.0,Good,49.0,L0,-8.025716468,Good
Brazil,Andrelandia,41.0,1.0,Good,21.0,Good,0.0,Good,41.0,L0,1.423226183,Good
Romania,Ocna Mures,68.0,1.0,Good,38.0,Good,1.0,Good,68.0,L1,7.431042109,Moderate
Romania,Macin,40.0,1.0,Good,40.0,Good,0.0,Good,20.0,L0,0.394365199,Good
United States of America,Chandler,56.0,1.0,,10.0,Good,1.0,Good,56.0,L1,8.814550674,Moderate
Kazakhstan,Esil,80.0,1.0,Good,27.0,Good,0.0,Good,80.0,L1,6.308723084,Moderate
Ethiopia,Fiche,68.0,1.0,Good,27.0,Good,0.0,Good,68.0,L1,-1.296807435,Moderate
Italy,Castelvetro Di Modena,34.0,1.0,Good,32.0,Good,3.0,Good,34.0,L0,2.935517824,Good
Sierra Leone,Kabala,37.0,1.0,Good,16.0,Good,0.0,Good,37.0,L0,-0.560984956,Good
Bulgaria,Sandanski,55.0,1.0,Good,45.0,Good,1.0,Good,55.0,L1,-2.313817116,Moderate
Canada,Collingwood,41.0,1.0,Good,30.0,Good,5.0,Good,41.0,L0,3.652395697,Good
Venezuela (Bolivarian Republic of),Mariara,50.0,1.0,,3.0,Good,1.0,Good,50.0,L3,13.24288203,Unhealthy
United States of America,Clinton,49.0,1.0,Good,34.0,Good,1.0,Good,49.0,L0,7.223413438,Good
Serbia,Pirot,59.0,1.0,Good,36.0,Good,0.0,Good,59.0,L1,-3.082175419,Moderate
Finland,Jarvenpaa,35.0,1.0,Good,35.0,Good,1.0,Good,7.0,L0,-2.154513041,Good
Brazil,Ribeira Do Pombal,24.0,1.0,Good,31.0,Good,1.0,Good,24.0,L0,-3.610165853,Good
Spain,Guimar,41.0,1.0,Good,41.0,Good,0.0,Good,14.0,L0,2.426988915,Good
Venezuela (Bolivarian Republic of),Carrizal,59.0,1.0,Good,34.0,Good,1.0,Good,59.0,L1,-4.058814866,Moderate
Indonesia,Bondowoso,47.0,1.0,Good,29.0,Good,0.0,Good,47.0,L0,7.060844202,Good
United States of America,Ferguson,76.0,1.0,Good,31.0,Moderate,2.0,Good,76.0,L1,6.444670402,Moderate
India,Lalgudi,54.0,1.0,,27.0,Good,0.0,Good,54.0,L1,4.601174479,Moderate
Italy,Marcon,63.0,1.0,Good,30.0,Good,7.0,Good,63.0,L1,-2.074340544,Moderate
United States of America,Sherrelwood,42.0,1.0,Good,32.0,Good,4.0,Good,42.0,L0,8.173170557,Good
Philippines,Pasacao,53.0,1.0,Good,23.0,Good,0.0,Good,53.0,L1,2.304274992,Moderate
,Kavaratti,58.0,1.0,Good,20.0,Good,0.0,Good,58.0,L1,-1.842582835,Moderate
Philippines,Casisang,57.0,1.0,Good,9.0,Good,3.0,Good,57.0,L1,-0.832618832,Moderate
Brazil,Gravata,33.0,1.0,Good,31.0,Good,3.0,Good,33.0,L0,1.933267676,Good
Poland,Oborniki,35.0,1.0,Good,31.0,Good,1.0,Good,35.0,L0,-2.758894086,Good
Brazil,Benjamin Constant,48.0,1.0,,3.0,Good,0.0,Good,48.0,L0,4.335935218,Good
Bangladesh,Char Bhadrasan,65.0,1.0,Good,32.0,Good,1.0,Good,65.0,L1,5.337015467,Moderate
United States of America,New London,42.0,1.0,Good,25.0,Good,1.0,Good,42.0,L0,6.272235283,Good
Argentina,Azul,34.0,1.0,Good,17.0,Good,0.0,Good,34.0,L0,-3.165425252,Good
Poland,Ostroda,40.0,1.0,Good,40.0,Good,0.0,Good,19.0,L0,0.596721369,Good
Kenya,Machakos,71.0,1.0,Good,17.0,Good,1.0,Good,71.0,L1,17.58862962,Moderate
United States of America,Richmond Heights,57.0,1.0,Good,36.0,Good,3.0,Good,57.0,L1,3.950318758,Moderate
United Kingdom of Great Britain and Northern Ireland,Wellingborough,29.0,1.0,Good,29.0,Good,1.0,Good,22.0,L0,7.394149769,Good
United Republic of Tanzania,Bunda,31.0,1.0,Good,12.0,Good,0.0,Good,31.0,L0,0.689989904,Good
Brazil,Presidente Epitacio,23.0,1.0,Good,19.0,Good,0.0,Good,23.0,L0,-3.03589057,Good
Thailand,Long,26.0,1.0,,20.0,Good,0.0,Good,26.0,L0,-0.924522201,Good
Japan,Yubari,27.0,1.0,Good,27.0,Good,2.0,Good,13.0,L0,0.619156093,Good
India,Jodhpur,50.0,1.0,Good,34.0,Good,0.0,Good,50.0,L5,3.994685971,Hazardous
Romania,Turda,61.0,1.0,Good,33.0,Good,1.0,Good,61.0,L1,3.888789787,Moderate
United States of America,Frankfort,55.0,1.0,Good,39.0,Good,3.0,Good,55.0,L1,-2.461598665,Moderate
Pakistan,Jaranwala,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,3.669137967,Unhealthy
Spain,Cabra,32.0,1.0,Good,32.0,Good,2.0,Good,32.0,L0,8.658847344,Good
India,Nokha,50.0,1.0,Good,33.0,Good,2.0,Good,50.0,L4,-0.436310537,Very Unhealthy
United Kingdom of Great Britain and Northern Ireland,Rotherham,53.0,1.0,Good,13.0,Good,1.0,Good,53.0,L1,3.520724979,Moderate
Republic of Moldova,Taraclia,41.0,1.0,Good,41.0,Good,0.0,Good,31.0,L0,1.531173249,Good
Italy,Guspini,62.0,1.0,Good,31.0,Moderate,0.0,Good,22.0,L0,7.252778022,Moderate
Germany,Dusseldorf,53.0,1.0,Good,28.0,Good,6.0,Good,53.0,L1,7.62440425,Moderate
France,Joinville Le Pont,71.0,1.0,Good,31.0,Good,1.0,Good,71.0,L1,8.850034019,Moderate
Italy,Saluzzo,60.0,1.0,Good,20.0,Good,3.0,Good,60.0,L1,2.845870871,Moderate
Viet Nam,Bac Giang,50.0,1.0,Good,8.0,Good,1.0,Good,50.0,L3,15.46310557,Unhealthy
Democratic Republic of the Congo,Tshikapa,50.0,1.0,Good,37.0,Good,1.0,Good,50.0,L5,4.237580481,Hazardous
Russian Federation,Vetluzhskiy,38.0,1.0,,38.0,Good,0.0,Good,14.0,L0,10.80328287,Good
Benin,Ouidah,100.0,1.0,Good,18.0,Good,2.0,Good,100.0,L2,10.82249322,Unhealthy for Sensitive Groups
Cuba,Contramaestre,87.0,1.0,Good,38.0,Good,1.0,Good,87.0,L1,2.618946095,Moderate
France,Sainte Savine,26.0,1.0,,25.0,Good,2.0,Good,26.0,L0,12.43167655,Good
United States of America,National City,46.0,1.0,Good,36.0,Good,5.0,Good,46.0,L0,6.106162389,Good
United States of America,San Gabriel,112.0,1.0,Good,20.0,Good,1.0,Good,112.0,L2,12.16488134,Unhealthy for Sensitive Groups
United States of America,American Fork,45.0,1.0,Good,45.0,Good,1.0,Good,41.0,L0,5.50620183,Good
Poland,Wladyslawowo,34.0,1.0,,34.0,Good,0.0,Good,25.0,L0,-0.702659841,Good
Poland,Radzyn Podlaski,42.0,1.0,Good,42.0,Good,0.0,Good,28.0,L0,-5.512943266,Good
Peru,Nazca,11.0,1.0,,10.0,Good,1.0,Good,11.0,L0,5.020895446,Good
Russian Federation,Baley,32.0,1.0,Good,32.0,Good,0.0,Good,18.0,L0,-0.223445193,Good
Philippines,Laguilayan,35.0,1.0,,23.0,Good,0.0,Good,35.0,L0,2.658306067,Good
Indonesia,Batu,78.0,1.0,Good,35.0,Good,1.0,Good,78.0,L1,9.04716145,Moderate
United States of America,Fairbanks,53.0,1.0,Good,17.0,Good,5.0,Good,53.0,L1,7.586948386,Moderate
France,Agde,47.0,1.0,Good,47.0,Good,0.0,Good,31.0,L0,0.376481219,Good
Hungary,Gyor,59.0,1.0,Good,31.0,Good,3.0,Good,59.0,L1,8.036502403,Moderate
India,Kunnamangalam,65.0,1.0,Good,25.0,Good,0.0,Good,65.0,L1,5.749327273,Moderate
United States of America,Eloy,59.0,1.0,,21.0,Good,6.0,Good,59.0,L1,4.045035645,Moderate
India,Medak,101.0,1.0,,27.0,Good,0.0,Good,101.0,L2,-0.555865172,Unhealthy for Sensitive Groups
Philippines,Guiguinto,71.0,1.0,Good,24.0,Good,1.0,Good,71.0,L1,-8.975025326,Moderate
Russian Federation,Nezlobnaya,42.0,1.0,Good,42.0,Good,1.0,Good,33.0,L0,7.633614617,Good
China,Tungkang,53.0,1.0,Good,31.0,Good,1.0,Good,53.0,L1,-1.696406251,Moderate
Germany,Herten,33.0,1.0,Good,33.0,Good,2.0,Good,29.0,L0,3.02612163,Good
United States of America,Worthington,44.0,1.0,Good,39.0,Good,1.0,Good,44.0,L0,-4.098600752,Good
Malaysia,Kuching,46.0,1.0,Good,16.0,Good,0.0,Good,46.0,L0,3.68246309,Good
Dominican Republic,La Vega,50.0,1.0,Good,6.0,Good,1.0,Good,50.0,L3,9.083382874,Unhealthy
United Republic of Tanzania,Kitangari,21.0,1.0,Good,21.0,Good,0.0,Good,18.0,L0,8.140389615,Good
Brazil,Aquiraz,32.0,1.0,Good,21.0,Good,0.0,Good,32.0,L0,2.42042601,Good
United Republic of Tanzania,Nangomba,36.0,1.0,Good,18.0,Good,0.0,Good,36.0,L0,-3.342538161,Good
Malaysia,Petaling Jaya,97.0,1.0,Good,48.0,Good,1.0,Good,97.0,L1,-0.270207226,Moderate
Thailand,Phanom Sarakham,108.0,1.0,Good,1.0,Good,1.0,Good,108.0,L2,3.756142357,Unhealthy for Sensitive Groups
Germany,Blaubeuren,50.0,1.0,Good,24.0,Good,5.0,Good,50.0,L0,1.54183327,Good
Italy,Santa Maria Di Sala,87.0,1.0,,30.0,Good,7.0,Good,87.0,L1,2.775110082,Moderate
Brazil,Ivaipora,51.0,1.0,Good,11.0,Good,1.0,Good,51.0,L1,5.33027683,Moderate
Germany,Kamenz,71.0,1.0,Good,40.0,Good,1.0,Good,71.0,L1,2.636059039,Moderate
United States of America,Reedley,56.0,1.0,Good,30.0,Good,1.0,Good,56.0,L1,-6.928794817,Moderate
India,Mahabaleshwar,79.0,1.0,Good,22.0,Good,0.0,Good,79.0,L1,2.989860626,Moderate
Bulgaria,Burgas,40.0,1.0,Good,40.0,Good,0.0,Good,25.0,L0,9.317487506,Good
Indonesia,Pandegelang,50.0,1.0,Good,17.0,Good,1.0,Moderate,50.0,L3,4.237580481,Unhealthy
India,Devgarh,50.0,1.0,,31.0,Good,0.0,Good,50.0,L3,0.495687776,Unhealthy
Italy,Fucecchio,63.0,1.0,Good,41.0,Good,3.0,Good,63.0,L1,0.258933106,Moderate
Brazil,Boca Do Acre,30.0,1.0,Good,5.0,Good,0.0,Good,30.0,L0,3.755123629,Good
Brazil,Farias Brito,24.0,1.0,Good,12.0,Good,1.0,Good,24.0,L0,-3.230720004,Good
Azerbaijan,Tovuz,41.0,1.0,Good,36.0,Good,0.0,Good,41.0,L0,-0.320630481,Good
Italy,Borgosesia,65.0,1.0,Good,31.0,Good,1.0,Good,65.0,L1,8.455733503,Moderate
Germany,Oschersleben,55.0,1.0,Good,28.0,Good,4.0,Good,55.0,L1,1.166055643,Moderate
Romania,Calafat,64.0,1.0,,43.0,Good,1.0,Good,64.0,L1,7.76273927,Moderate
United States of America,Sapulpa,71.0,1.0,,31.0,Good,2.0,Good,71.0,L1,5.307147891,Moderate
France,Sens,35.0,1.0,Good,26.0,Good,2.0,Good,35.0,L0,7.493122768,Good
Benin,Allada,79.0,1.0,Good,18.0,Good,1.0,Good,79.0,L1,10.13325004,Moderate
Belgium,Braine Le Comte,53.0,1.0,Good,25.0,Good,5.0,Good,53.0,L1,9.019975957,Moderate
United States of America,Essex,32.0,1.0,Good,32.0,Good,6.0,Good,30.0,L0,8.629540022,Good
Japan,Takaishi,43.0,1.0,Good,39.0,Good,3.0,Good,43.0,L0,12.69924517,Good
United States of America,Phoenixville,68.0,1.0,Good,31.0,Good,7.0,Good,68.0,L1,-2.490054948,Moderate
Iran (Islamic Republic of),Salmas,82.0,1.0,Good,41.0,Good,1.0,Good,82.0,L1,5.164786648,Moderate
New Zealand,Taupo,18.0,1.0,Good,15.0,Good,0.0,Good,18.0,L0,1.833529959,Good
Brazil,Ouro Branco,63.0,1.0,Good,3.0,Good,6.0,Good,63.0,L1,3.025705643,Moderate
Brazil,Taiobeiras,19.0,1.0,Good,7.0,Good,1.0,Good,19.0,L0,-4.618674853,Good
China,Laizhou,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,7.0,Good,111.0,L2,14.759605,Unhealthy for Sensitive Groups
Sweden,Boden,32.0,1.0,Good,32.0,Good,0.0,Good,6.0,L0,3.839733902,Good
United States of America,Connersville,60.0,1.0,Good,24.0,Good,1.0,Good,60.0,L1,9.877721462,Moderate
India,Tarn Taran,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,-1.333472822,Unhealthy for Sensitive Groups
India,Parvatsar,50.0,1.0,,36.0,Good,0.0,Good,50.0,L4,9.091809401,Very Unhealthy
France,Calais,31.0,1.0,Good,31.0,Good,1.0,Good,28.0,L0,-5.640193864,Good
Venezuela (Bolivarian Republic of),Valera,54.0,1.0,Good,21.0,Good,0.0,Good,54.0,L1,0.466943439,Moderate
India,Tarakeswar,50.0,1.0,Good,31.0,Moderate,3.0,Good,50.0,L3,7.695325576,Unhealthy
Italy,Taviano,68.0,1.0,,49.0,Good,2.0,Good,68.0,L1,2.462114159,Moderate
Costa Rica,Grecia,52.0,1.0,Good,20.0,Good,2.0,Good,52.0,L1,1.478908018,Moderate
China,Huadian,70.0,1.0,Good,28.0,Good,2.0,Good,70.0,L1,6.613838008,Moderate
Zambia,Mumbwa,76.0,1.0,Good,17.0,Good,1.0,Good,76.0,L1,8.726631316,Moderate
United States of America,Hickory,68.0,1.0,Good,18.0,Good,1.0,Good,68.0,L1,6.721898139,Moderate
United States of America,East Massapequa,81.0,1.0,Good,41.0,Good,1.0,Good,81.0,L1,7.102962069,Moderate
Brazil,Colinas,27.0,1.0,Good,14.0,Good,0.0,Good,27.0,L0,-1.479032823,Good
Russian Federation,Praskoveya,51.0,1.0,Good,36.0,Good,0.0,Good,51.0,L1,10.58399843,Moderate
Indonesia,Mranggen,50.0,1.0,Good,19.0,Good,1.0,Good,50.0,L3,18.44816768,Unhealthy
South Africa,Marquard,73.0,1.0,Good,21.0,Good,2.0,Good,73.0,L1,15.21513914,Moderate
China,Huangcun,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,17.6697897,Unhealthy
France,Alfortville,31.0,1.0,,28.0,Good,2.0,Good,31.0,L0,13.57763043,Good
France,Courrieres,48.0,1.0,Good,31.0,Good,1.0,Good,48.0,L0,4.058716741,Good
Japan,Chiryu,56.0,1.0,Good,49.0,Good,3.0,Good,56.0,L1,-0.905920663,Moderate
United States of America,Elkhart,64.0,1.0,Good,31.0,Good,1.0,Good,64.0,L1,16.65996654,Moderate
Uzbekistan,Matcha,50.0,1.0,Good,31.0,Moderate,0.0,Good,50.0,L2,0.73169766,Unhealthy for Sensitive Groups
Colombia,Tunja,25.0,1.0,Good,5.0,Good,3.0,Good,25.0,L0,5.247239073,Good
,Maxixe,38.0,1.0,Good,24.0,Good,1.0,Good,38.0,L0,5.992732494,Good
France,Besancon,42.0,1.0,,31.0,Good,2.0,Good,42.0,L0,12.17962563,Good
France,Thiais,55.0,1.0,Good,18.0,Good,6.0,Good,55.0,L1,13.79914298,Moderate
Czechia,Klatovy,57.0,1.0,Good,32.0,Good,2.0,Good,57.0,L1,4.988771092,Moderate
,Togitsu,38.0,1.0,,36.0,Good,7.0,Good,38.0,L0,6.638109876,Good
Romania,Ramnicu Sarat,36.0,1.0,Good,36.0,Good,0.0,Good,15.0,L0,9.104143435,Good
Brazil,Maringa,22.0,1.0,Good,8.0,Good,1.0,Good,22.0,L0,2.566134343,Good
Belgium,Lebbeke,51.0,1.0,Good,38.0,Good,2.0,Good,51.0,L1,-5.316483332,Moderate
Estonia,Haapsalu,36.0,1.0,Good,36.0,Good,0.0,Good,33.0,L0,2.961789671,Good
United States of America,Peru,63.0,1.0,Good,19.0,Good,1.0,Good,63.0,L1,9.240918565,Moderate
India,Harur,67.0,1.0,Good,26.0,Good,1.0,Good,67.0,L1,-3.673351101,Moderate
Germany,Weener,36.0,1.0,Good,36.0,Good,0.0,Good,34.0,L0,-0.81104211,Good
Brazil,Joao Neiva,45.0,1.0,Good,11.0,Good,2.0,Good,45.0,L0,8.318945709,Good
,Port De Bouc,48.0,1.0,Good,48.0,Good,2.0,Good,40.0,L0,6.489435548,Good
Ghana,Prestea,80.0,1.0,Good,16.0,Good,0.0,Good,80.0,L1,1.787908961,Moderate
United States of America,Struthers,83.0,1.0,Good,31.0,Good,1.0,Good,83.0,L1,3.718477882,Moderate
United States of America,Compton,50.0,1.0,,8.0,Good,1.0,Good,117.0,L2,10.55353798,Unhealthy for Sensitive Groups
Germany,Nagold,63.0,1.0,Good,54.0,Moderate,0.0,Good,63.0,L1,11.33515296,Moderate
Kenya,Garissa,43.0,1.0,Good,31.0,Good,0.0,Good,43.0,L0,6.601321082,Good
Togo,Notse,51.0,1.0,Good,30.0,Good,0.0,Good,51.0,L1,-3.090556287,Moderate
Germany,Trostberg,69.0,1.0,Good,36.0,Good,3.0,Good,69.0,L1,4.281045208,Moderate
Lebanon,Beirut,64.0,1.0,Good,49.0,Good,2.0,Good,64.0,L1,9.465747684,Moderate
United States of America,Northbridge,47.0,1.0,Good,46.0,Good,2.0,Good,47.0,L0,12.84112005,Good
Spain,Baranain,36.0,1.0,Good,36.0,Good,0.0,Good,26.0,L0,3.002967895,Good
France,Rennes,51.0,1.0,Good,27.0,Good,3.0,Good,51.0,L1,1.809753506,Moderate
Japan,Numazu,71.0,1.0,Good,36.0,Good,5.0,Good,71.0,L1,-2.265013502,Moderate
Lithuania,Utena,34.0,1.0,Good,33.0,Good,1.0,Good,34.0,L0,-8.251469463,Good
Guatemala,Quetzaltenango,76.0,1.0,Good,31.0,Good,1.0,Good,76.0,L1,-0.773018865,Moderate
India,Pakala,84.0,1.0,Good,33.0,Good,0.0,Good,84.0,L1,-2.101452486,Moderate
Brazil,Francisco Sa,17.0,1.0,Good,16.0,Good,0.0,Good,17.0,L0,7.543519985,Good
